FRAME;X;Y;Z;
3493;0.258328;-0.113979;0.959310;
3494;0.258387;-0.118253;0.958776;
3495;0.257667;-0.114281;0.959452;
3496;0.258708;-0.117748;0.958752;
3497;0.257878;-0.114445;0.959375;
3498;0.258581;-0.117568;0.958808;
3499;0.257872;-0.114052;0.959424;
3500;0.258921;-0.117386;0.958739;
3501;0.258691;-0.113829;0.959230;
3502;0.258999;-0.118727;0.958553;
3503;0.252515;-0.116921;0.960503;
3504;0.252177;-0.123010;0.959831;
3505;0.250786;-0.118768;0.960729;
3506;0.251652;-0.123333;0.959927;
3507;0.250122;-0.120631;0.960670;
3508;0.250467;-0.123572;0.960206;
3509;0.250451;-0.121090;0.960527;
3510;0.251107;-0.122540;0.960171;
3511;0.251108;-0.122597;0.960164;
3512;0.251108;-0.122600;0.960164;
3513;0.251098;-0.122675;0.960157;
3514;0.251457;-0.126549;0.959560;
3515;0.252345;-0.121764;0.959946;
3516;0.252015;-0.125953;0.959492;
3517;0.252319;-0.122043;0.959917;
3518;0.252696;-0.125610;0.959357;
3519;0.252732;-0.123740;0.959591;
3520;0.252712;-0.126735;0.959205;
3521;0.251637;-0.122836;0.959995;
3522;0.251542;-0.126982;0.959480;
3523;0.250568;-0.123248;0.960221;
3524;0.250979;-0.128011;0.959491;
3525;0.251631;-0.124491;0.959783;
3526;0.251647;-0.129249;0.959150;
3527;0.252150;-0.125838;0.959471;
3528;0.253315;-0.130157;0.958588;
3529;0.253682;-0.126317;0.959004;
3530;0.254667;-0.130324;0.958207;
3531;0.254221;-0.126505;0.958837;
3532;0.254792;-0.130462;0.958155;
3533;0.254607;-0.126179;0.958777;
3534;0.255084;-0.130563;0.958063;
3535;0.254971;-0.126271;0.958669;
3536;0.255555;-0.130202;0.957987;
3537;0.254935;-0.126880;0.958598;
3538;0.255052;-0.130386;0.958096;
3539;0.255235;-0.125924;0.958644;
3540;0.255677;-0.130196;0.957955;
3541;0.255489;-0.125317;0.958656;
3542;0.251896;-0.133182;0.958546;
3543;0.255462;-0.130458;0.957977;
3544;0.257859;-0.131896;0.957137;
3545;0.257619;-0.127535;0.957793;
3546;0.257285;-0.131799;0.957305;
3547;0.257164;-0.126736;0.958021;
3548;0.258455;-0.129897;0.957250;
3549;0.258377;-0.124987;0.957925;
3550;0.258915;-0.128107;0.957367;
3551;0.258896;-0.123160;0.958021;
3552;0.260311;-0.127256;0.957102;
3553;0.259243;-0.122115;0.958061;
3554;0.259939;-0.125336;0.957456;
3555;0.260076;-0.120677;0.958018;
3556;0.260576;-0.123305;0.957547;
3557;0.260400;-0.119078;0.958129;
3558;0.260809;-0.122280;0.957615;
3559;0.262796;-0.116621;0.957777;
3560;0.263305;-0.121088;0.957083;
3561;0.264516;-0.115951;0.957385;
3562;0.264926;-0.119581;0.956825;
3563;0.264773;-0.114472;0.957492;
3564;0.264310;-0.118499;0.957130;
3565;0.264154;-0.114534;0.957656;
3566;0.264379;-0.120223;0.956896;
3567;0.264120;-0.116212;0.957463;
3568;0.263258;-0.120029;0.957229;
3569;0.262893;-0.113854;0.958084;
3570;0.263007;-0.115348;0.957874;
3571;0.265236;-0.110392;0.957843;
3572;0.267348;-0.114628;0.956758;
3573;0.269710;-0.109896;0.956650;
3574;0.271676;-0.113947;0.955619;
3575;0.273007;-0.109956;0.955707;
3576;0.275522;-0.112356;0.954706;
3577;0.276374;-0.108751;0.954877;
3578;0.279174;-0.112360;0.953644;
3579;0.279441;-0.108866;0.953971;
3580;0.279412;-0.112937;0.953506;
3581;0.278627;-0.109054;0.954188;
3582;0.279491;-0.114733;0.953269;
3583;0.278531;-0.111172;0.953971;
3584;0.278568;-0.115886;0.953399;
3585;0.278063;-0.111549;0.954064;
3586;0.277859;-0.116665;0.953511;
3587;0.278343;-0.112269;0.953898;
3588;0.276967;-0.117247;0.953699;
3589;0.277477;-0.113339;0.954023;
3590;0.277108;-0.117176;0.953667;
3591;0.279015;-0.112681;0.953653;
3592;0.279051;-0.117277;0.953088;
3593;0.280143;-0.113063;0.953277;
3594;0.281530;-0.116226;0.952488;
3595;0.281523;-0.112149;0.952978;
3596;0.281562;-0.115302;0.952590;
3597;0.280826;-0.111864;0.953217;
3598;0.281424;-0.115482;0.952609;
3599;0.281387;-0.112403;0.952989;
3600;0.282518;-0.115655;0.952264;
3601;0.281886;-0.111943;0.952895;
3602;0.282173;-0.114791;0.952471;
3603;0.281291;-0.111139;0.953165;
3604;0.282069;-0.114613;0.952524;
3605;0.281567;-0.111954;0.952988;
3606;0.281393;-0.114889;0.952690;
3607;0.279816;-0.112253;0.953468;
3608;0.279767;-0.115380;0.953110;
3609;0.279077;-0.111740;0.953745;
3610;0.278988;-0.115798;0.953287;
3611;0.278419;-0.112179;0.953886;
3612;0.278496;-0.116735;0.953317;
3613;0.279325;-0.113235;0.953497;
3614;0.278974;-0.116138;0.953250;
3615;0.279035;-0.112840;0.953628;
3616;0.281054;-0.116160;0.952636;
3617;0.280817;-0.113073;0.953077;
3618;0.281231;-0.116913;0.952492;
3619;0.281286;-0.113532;0.952884;
3620;0.281797;-0.117409;0.952263;
3621;0.281407;-0.114375;0.952748;
3622;0.281292;-0.117236;0.952434;
3623;0.281086;-0.114630;0.952812;
3624;0.280659;-0.118015;0.952525;
3625;0.281103;-0.115187;0.952740;
3626;0.280746;-0.118428;0.952448;
3627;0.279630;-0.115143;0.953179;
3628;0.278832;-0.119365;0.952893;
3629;0.279558;-0.115136;0.953200;
3630;0.278712;-0.119605;0.952898;
3631;0.279221;-0.116329;0.953155;
3632;0.278786;-0.119695;0.952865;
3633;0.279761;-0.115829;0.953057;
3634;0.279851;-0.119052;0.952633;
3635;0.279923;-0.115261;0.953078;
3636;0.280240;-0.118128;0.952634;
3637;0.280859;-0.114398;0.952907;
3638;0.279995;-0.117331;0.952804;
3639;0.281175;-0.114512;0.952800;
3640;0.275233;-0.123548;0.953406;
3641;0.275314;-0.123633;0.953371;
3642;0.275312;-0.123585;0.953378;
3643;0.275374;-0.123702;0.953345;
3644;0.266328;-0.137471;0.954029;
3645;0.255213;-0.153226;0.954666;
3646;-1;-1;-1;
3647;-1;-1;-1;
3648;-1;-1;-1;
3649;-1;-1;-1;
3650;-1;-1;-1;
3651;-1;-1;-1;
3652;-1;-1;-1;
3653;-1;-1;-1;
3654;0.250757;-0.119621;0.960631;
3655;0.260768;-0.140080;0.955185;
3656;0.271709;-0.131541;0.953347;
3657;0.271294;-0.128729;0.953849;
3658;0.272935;-0.128557;0.953404;
3659;0.274308;-0.122004;0.953871;
3660;0.275347;-0.123079;0.953434;
3661;0.277261;-0.116935;0.953652;
3662;0.277653;-0.119562;0.953212;
3663;0.277796;-0.113629;0.953896;
3664;0.277633;-0.116556;0.953591;
3665;0.277999;-0.112213;0.954005;
3666;0.277316;-0.115482;0.953813;
3667;0.278254;-0.111510;0.954013;
3668;0.276960;-0.113518;0.954153;
3669;0.277099;-0.109451;0.954587;
3670;0.276577;-0.112808;0.954348;
3671;0.276063;-0.108515;0.954994;
3672;0.276278;-0.111735;0.954561;
3673;0.277333;-0.107584;0.954731;
3674;0.277797;-0.111364;0.954163;
3675;0.278049;-0.107255;0.954560;
3676;0.278701;-0.110155;0.954040;
3677;0.279251;-0.106978;0.954240;
3678;0.278419;-0.109711;0.954173;
3679;0.280077;-0.105932;0.954115;
3680;0.279699;-0.110269;0.953734;
3681;0.280714;-0.106190;0.953899;
3682;0.281123;-0.110278;0.953315;
3683;0.281032;-0.106235;0.953800;
3684;0.281386;-0.110392;0.953224;
3685;0.280840;-0.107157;0.953754;
3686;0.281698;-0.110599;0.953108;
3687;0.280385;-0.107532;0.953845;
3688;0.281868;-0.111302;0.952975;
3689;0.279450;-0.107813;0.954088;
3690;0.281052;-0.111170;0.953232;
3691;0.280830;-0.108487;0.953606;
3692;0.280986;-0.112573;0.953087;
3693;0.280207;-0.110441;0.953565;
3694;0.280077;-0.113165;0.953284;
3695;0.281415;-0.110647;0.953186;
3696;0.281442;-0.113338;0.952861;
3697;0.281834;-0.110789;0.953045;
3698;0.282390;-0.114395;0.952455;
3699;0.281905;-0.111440;0.952949;
3700;0.282650;-0.114408;0.952376;
3701;0.282803;-0.111276;0.952702;
3702;0.283081;-0.114777;0.952204;
3703;0.282444;-0.111629;0.952767;
3704;0.282384;-0.115202;0.952359;
3705;0.282453;-0.111847;0.952738;
3706;0.282598;-0.114987;0.952322;
3707;0.281750;-0.112207;0.952904;
3708;0.282062;-0.114646;0.952522;
3709;0.278141;-0.113327;0.953832;
3710;0.280870;-0.119789;0.952241;
3711;0.280435;-0.115843;0.952857;
3712;0.280466;-0.120901;0.952220;
3713;0.280053;-0.116363;0.952906;
3714;0.279369;-0.120784;0.952557;
3715;0.279336;-0.117719;0.952950;
3716;0.279302;-0.121216;0.952521;
3717;0.279012;-0.117949;0.953016;
3718;0.278326;-0.121421;0.952781;
3719;0.277835;-0.117221;0.953450;
3720;0.277474;-0.120199;0.953184;
3721;0.277264;-0.117048;0.953638;
3722;0.277497;-0.119389;0.953279;
3723;0.276773;-0.117895;0.953676;
3724;0.276836;-0.121106;0.953255;
3725;0.275342;-0.117881;0.954092;
3726;0.274772;-0.121020;0.953863;
3727;0.274308;-0.118604;0.954300;
3728;0.274697;-0.121377;0.953839;
3729;0.273879;-0.118852;0.954392;
3730;0.273386;-0.123291;0.953970;
3731;0.272762;-0.120668;0.954484;
3732;0.272968;-0.124702;0.953907;
3733;0.274194;-0.122192;0.953880;
3734;0.274164;-0.122129;0.953897;
3735;0.274125;-0.122100;0.953912;
3736;0.274318;-0.126298;0.953309;
3737;0.275262;-0.122595;0.953520;
3738;0.275178;-0.125259;0.953198;
3739;0.276087;-0.122042;0.953353;
3740;0.276386;-0.124071;0.953004;
3741;0.276592;-0.120556;0.953396;
3742;0.276423;-0.123433;0.953077;
3743;0.276546;-0.120447;0.953423;
3744;0.275526;-0.123206;0.953365;
3745;0.275854;-0.119283;0.953769;
3746;0.274505;-0.122748;0.953719;
3747;0.274072;-0.119761;0.954223;
3748;0.272926;-0.123990;0.954011;
3749;0.273279;-0.119824;0.954443;
3750;0.271634;-0.124714;0.954286;
3751;0.272012;-0.120928;0.954665;
3752;0.271530;-0.125164;0.954257;
3753;0.271547;-0.121476;0.954728;
3754;0.270763;-0.126006;0.954364;
3755;0.271546;-0.121575;0.954716;
3756;0.271107;-0.125722;0.954303;
3757;0.272962;-0.121519;0.954319;
3758;0.271550;-0.125478;0.954210;
3759;0.271881;-0.121412;0.954641;
3760;0.271737;-0.125037;0.954214;
3761;0.272230;-0.120973;0.954598;
3762;0.272478;-0.124208;0.954111;
3763;0.272709;-0.120285;0.954548;
3764;0.272028;-0.124589;0.954190;
3765;0.272953;-0.120775;0.954416;
3766;0.272189;-0.125056;0.954083;
3767;0.273081;-0.121676;0.954265;
3768;0.272910;-0.124937;0.953892;
3769;0.273207;-0.122496;0.954124;
3770;0.273887;-0.125544;0.953533;
3771;0.274430;-0.121688;0.953876;
3772;0.273901;-0.124004;0.953730;
3773;0.270209;-0.120744;0.955200;
3774;0.270183;-0.120700;0.955213;
3775;0.270170;-0.120726;0.955214;
3776;0.269582;-0.125013;0.954828;
3777;0.270304;-0.121071;0.955132;
3778;0.271502;-0.124164;0.954395;
3779;0.272066;-0.121188;0.954617;
3780;0.272093;-0.124740;0.954152;
3781;0.272860;-0.121763;0.954317;
3782;0.273604;-0.125953;0.953560;
3783;0.274636;-0.122588;0.953702;
3784;0.274611;-0.126727;0.953168;
3785;0.275109;-0.122868;0.953529;
3786;0.275173;-0.125858;0.953121;
3787;0.274978;-0.122207;0.953652;
3788;0.275102;-0.125060;0.953247;
3789;0.275255;-0.121818;0.953622;
3790;0.274713;-0.125009;0.953366;
3791;0.274451;-0.121988;0.953832;
3792;0.274794;-0.124504;0.953408;
3793;0.276215;-0.121494;0.953386;
3794;0.276275;-0.121547;0.953362;
3795;0.276337;-0.121696;0.953325;
3796;0.276571;-0.125727;0.952733;
3797;0.275838;-0.124697;0.953081;
3798;0.275608;-0.131919;0.952175;
3799;0.271054;-0.134753;0.953085;
3800;0.266099;-0.143268;0.953239;
3801;0.238708;-0.139414;0.961032;
3802;-1;-1;-1;
3803;-1;-1;-1;
3804;-1;-1;-1;
3805;-1;-1;-1;
3806;-1;-1;-1;
3807;-1;-1;-1;
3808;0.257391;-0.160038;0.952963;
3809;0.269927;-0.144170;0.952026;
3810;0.269170;-0.152414;0.950956;
3811;0.271312;-0.144038;0.951653;
3812;0.271076;-0.145049;0.951566;
3813;0.272925;-0.137343;0.952181;
3814;0.272703;-0.139560;0.951922;
3815;0.272207;-0.133678;0.952908;
3816;0.272166;-0.136726;0.952487;
3817;0.271854;-0.132078;0.953232;
3818;0.271819;-0.135242;0.952798;
3819;0.271596;-0.131008;0.953453;
3820;0.271598;-0.135004;0.952895;
3821;0.271985;-0.131077;0.953333;
3822;0.270813;-0.134891;0.953134;
3823;0.272068;-0.130532;0.953384;
3824;0.272575;-0.135182;0.952590;
3825;0.272779;-0.131472;0.953051;
3826;0.272419;-0.134285;0.952762;
3827;0.268385;-0.129817;0.954524;
3828;0.224336;-0.141539;0.964178;
3829;0.193586;-0.140353;0.970992;
3830;0.197228;-0.143915;0.969737;
3831;0.196765;-0.140346;0.970354;
3832;0.196922;-0.144404;0.969726;
3833;0.197359;-0.139994;0.970284;
3834;0.197183;-0.144501;0.969659;
3835;0.197132;-0.141179;0.970159;
3836;0.197447;-0.145462;0.969462;
3837;0.197107;-0.140075;0.970323;
3838;0.197277;-0.143453;0.969795;
3839;0.199982;-0.139908;0.969759;
3840;0.219975;-0.142838;0.964991;
3841;0.230513;-0.138475;0.963166;
3842;0.229230;-0.142269;0.962919;
3843;0.229848;-0.137137;0.963516;
3844;0.229808;-0.141367;0.962914;
3845;0.229341;-0.136943;0.963665;
3846;0.229534;-0.141485;0.962962;
3847;0.229880;-0.137977;0.963388;
3848;0.229200;-0.141791;0.962997;
3849;0.229148;-0.137687;0.963604;
3850;0.230227;-0.141767;0.962755;
3851;0.230047;-0.137156;0.963466;
3852;0.230857;-0.140635;0.962770;
3853;0.231204;-0.136433;0.963292;
3854;0.231962;-0.140194;0.962569;
3855;0.232090;-0.136392;0.963084;
3856;0.232129;-0.139718;0.962598;
3857;0.257462;-0.132673;0.957137;
3858;0.286920;-0.129462;0.949166;
3859;0.286149;-0.125535;0.949926;
3860;0.286149;-0.128499;0.949530;
3861;0.284929;-0.126211;0.950203;
3862;0.284531;-0.129824;0.949836;
3863;0.284505;-0.125534;0.950420;
3864;0.283991;-0.129019;0.950107;
3865;0.284017;-0.126082;0.950493;
3866;0.285378;-0.129341;0.949647;
3867;0.285301;-0.126382;0.950069;
3868;0.285353;-0.129113;0.949686;
3869;0.284903;-0.125418;0.950316;
3870;0.285147;-0.129165;0.949741;
3871;0.284762;-0.124261;0.950510;
3872;0.285134;-0.128375;0.949852;
3873;0.285314;-0.124674;0.950291;
3874;0.284351;-0.127984;0.950139;
3875;0.284672;-0.123497;0.950637;
3876;0.284441;-0.127035;0.950240;
3877;0.284646;-0.123427;0.950654;
3878;0.283040;-0.127963;0.950533;
3879;0.283665;-0.123886;0.950887;
3880;0.282743;-0.127489;0.950685;
3881;0.281830;-0.124262;0.951384;
3882;0.282844;-0.126791;0.950749;
3883;0.283035;-0.123034;0.951185;
3884;0.282908;-0.126264;0.950800;
3885;0.283470;-0.122057;0.951182;
3886;0.283350;-0.125855;0.950722;
3887;0.283057;-0.122244;0.951281;
3888;0.283874;-0.125555;0.950606;
3889;0.281780;-0.121318;0.951778;
3890;0.282214;-0.125933;0.951050;
3891;0.281760;-0.122241;0.951666;
3892;0.282657;-0.125242;0.951010;
3893;0.281855;-0.121138;0.951779;
3894;0.281968;-0.124954;0.951252;
3895;0.281346;-0.120459;0.952016;
3896;0.281993;-0.124167;0.951348;
3897;0.282057;-0.119678;0.951904;
3898;0.281714;-0.123216;0.951554;
3899;0.281928;-0.119670;0.951943;
3900;0.281942;-0.123275;0.951479;
3901;0.281602;-0.119037;0.952119;
3902;0.281492;-0.123148;0.951628;
3903;0.280508;-0.118991;0.952448;
3904;0.282606;-0.121711;0.951483;
3905;0.281035;-0.118593;0.952342;
3906;0.280804;-0.122421;0.951925;
3907;0.280517;-0.118327;0.952528;
3908;0.280374;-0.122361;0.952060;
3909;0.279705;-0.117877;0.952822;
3910;0.280681;-0.122059;0.952008;
3911;0.279856;-0.119547;0.952570;
3912;0.280815;-0.125210;0.951559;
3913;0.279517;-0.124743;0.952003;
3914;0.276567;-0.134288;0.951566;
3915;0.269504;-0.134750;0.953525;
3916;-1;-1;-1;
3917;-1;-1;-1;
3918;-1;-1;-1;
3919;-1;-1;-1;
3920;-1;-1;-1;
3921;-1;-1;-1;
3922;-1;-1;-1;
3923;-1;-1;-1;
3924;0.242966;-0.145577;0.959049;
3925;0.257787;-0.149360;0.954588;
3926;0.263317;-0.145107;0.953734;
3927;0.263358;-0.138873;0.954650;
3928;0.263970;-0.140550;0.954236;
3929;0.265703;-0.133399;0.954781;
3930;0.265502;-0.134764;0.954645;
3931;0.266949;-0.128127;0.955155;
3932;0.265925;-0.131579;0.954972;
3933;0.266514;-0.125650;0.955606;
3934;0.266854;-0.129571;0.954987;
3935;0.267324;-0.124038;0.955590;
3936;0.267048;-0.128119;0.955129;
3937;0.267117;-0.122693;0.955822;
3938;0.267590;-0.126491;0.955194;
3939;0.267576;-0.118437;0.956230;
3940;0.267571;-0.118278;0.956251;
3941;0.267545;-0.118285;0.956257;
3942;0.267544;-0.118184;0.956270;
3943;0.267473;-0.118248;0.956282;
3944;0.268170;-0.122586;0.955541;
3945;0.267840;-0.117801;0.956235;
3946;0.268992;-0.121792;0.955411;
3947;0.269435;-0.117643;0.955806;
3948;0.270310;-0.122385;0.954963;
3949;0.270352;-0.118273;0.955469;
3950;0.270647;-0.122464;0.954857;
3951;0.270305;-0.118588;0.955443;
3952;0.270348;-0.122661;0.954917;
3953;0.270516;-0.119054;0.955326;
3954;0.271015;-0.123451;0.954626;
3955;0.270488;-0.118934;0.955349;
3956;0.270357;-0.123433;0.954815;
3957;0.269530;-0.118280;0.955701;
3958;0.270913;-0.122787;0.954741;
3959;0.270356;-0.118157;0.955482;
3960;0.270359;-0.122384;0.954949;
3961;0.270484;-0.118236;0.955437;
3962;0.270539;-0.121633;0.954994;
3963;0.270889;-0.117501;0.955412;
3964;0.270409;-0.120656;0.955155;
3965;0.270493;-0.116420;0.955657;
3966;0.271480;-0.120291;0.954897;
3967;0.271239;-0.115599;0.955545;
3968;0.271378;-0.118522;0.955148;
3969;0.270678;-0.115022;0.955774;
3970;0.270114;-0.118071;0.955561;
3971;0.270385;-0.114548;0.955914;
3972;0.271295;-0.116838;0.955378;
3973;0.270598;-0.112219;0.956130;
3974;0.271836;-0.110260;0.956006;
3975;0.271784;-0.110186;0.956029;
3976;0.271759;-0.110158;0.956040;
3977;0.271736;-0.110082;0.956055;
3978;0.271901;-0.115280;0.955395;
3979;0.271152;-0.110985;0.956116;
3980;0.271266;-0.115102;0.955597;
3981;0.271523;-0.112148;0.955875;
3982;0.271833;-0.114910;0.955459;
3983;0.271802;-0.114852;0.955475;
3984;0.271487;-0.115745;0.955457;
3985;0.271697;-0.113390;0.955680;
3986;0.271679;-0.113353;0.955689;
3987;0.271006;-0.113528;0.955859;
3988;0.270907;-0.117294;0.955433;
3989;0.270891;-0.117225;0.955446;
3990;0.271397;-0.116320;0.955413;
3991;0.270718;-0.112006;0.956121;
3992;0.270693;-0.111972;0.956132;
3993;0.271440;-0.111200;0.956010;
3994;0.270124;-0.115140;0.955916;
3995;0.270075;-0.115045;0.955941;
3996;0.270606;-0.115572;0.955728;
3997;0.270725;-0.111775;0.956145;
3998;0.270674;-0.111698;0.956169;
3999;0.270420;-0.111363;0.956280;
4000;0.270091;-0.114018;0.956060;
4001;0.270052;-0.113932;0.956081;
4002;0.269807;-0.111329;0.956457;
4003;0.269102;-0.111179;0.956673;
4004;0.269071;-0.111127;0.956688;
4005;0.269278;-0.113958;0.956296;
4006;0.276703;-0.127368;0.952477;
4007;0.276695;-0.127281;0.952491;
4008;0.277457;-0.124382;0.952653;
4009;0.276417;-0.123896;0.953018;
4010;0.276365;-0.123841;0.953040;
4011;0.276102;-0.127896;0.952581;
4012;0.275600;-0.128132;0.952695;
4013;0.275569;-0.128085;0.952710;
4014;0.276709;-0.123856;0.952939;
4015;0.276664;-0.124241;0.952901;
4016;0.276616;-0.124189;0.952922;
4017;0.275602;-0.127795;0.952739;
4018;0.275225;-0.127468;0.952892;
4019;0.275191;-0.127417;0.952909;
4020;0.276212;-0.123775;0.953093;
4021;0.276121;-0.126602;0.952748;
4022;0.276725;-0.122791;0.953072;
4023;0.276555;-0.126308;0.952661;
4024;0.276084;-0.121837;0.953380;
4025;0.276734;-0.125195;0.952756;
4026;0.276702;-0.121449;0.953250;
4027;0.277528;-0.124339;0.952638;
4028;0.277347;-0.120196;0.953222;
4029;0.277445;-0.124077;0.952696;
4030;0.277021;-0.119743;0.953373;
4031;0.278063;-0.123514;0.952589;
4032;0.277678;-0.118900;0.953288;
4033;0.277164;-0.123046;0.952911;
4034;0.277332;-0.117906;0.953512;
4035;0.277201;-0.122467;0.952975;
4036;0.277055;-0.118063;0.953573;
4037;0.276960;-0.121656;0.953149;
4038;0.277422;-0.117910;0.953485;
4039;0.277328;-0.122287;0.952961;
4040;0.276875;-0.118733;0.953542;
4041;0.276649;-0.123779;0.952966;
4042;0.277056;-0.119591;0.953382;
4043;0.277867;-0.123562;0.952640;
4044;0.278384;-0.119822;0.952966;
4045;0.277863;-0.124520;0.952516;
4046;0.277897;-0.119632;0.953132;
4047;0.278140;-0.124008;0.952502;
4048;0.279635;-0.118750;0.952735;
4049;0.278937;-0.123381;0.952350;
4050;0.279687;-0.119133;0.952671;
4051;0.279906;-0.123025;0.952112;
4052;0.280807;-0.119538;0.952291;
4053;0.280288;-0.123274;0.951968;
4054;0.279839;-0.120732;0.952425;
4055;0.279936;-0.124777;0.951875;
4056;0.280215;-0.120846;0.952300;
4057;0.280333;-0.125319;0.951687;
4058;0.280275;-0.121187;0.952239;
4059;0.280582;-0.125115;0.951641;
4060;0.280464;-0.120663;0.952250;
4061;0.281334;-0.124551;0.951493;
4062;0.281261;-0.119682;0.952139;
4063;0.280737;-0.124043;0.951735;
4064;0.281146;-0.119504;0.952195;
4065;0.281340;-0.123616;0.951613;
4066;0.282519;-0.119015;0.951850;
4067;0.282997;-0.119256;0.951678;
4068;0.282995;-0.119260;0.951678;
4069;0.283816;-0.124042;0.950822;
4070;0.283442;-0.119189;0.951554;
4071;0.283172;-0.124291;0.950981;
4072;0.281605;-0.121133;0.951854;
4073;0.282076;-0.124808;0.951239;
4074;0.281227;-0.121301;0.951944;
4075;0.281108;-0.125870;0.951386;
4076;0.281113;-0.121665;0.951931;
4077;0.281454;-0.125234;0.951368;
4078;0.281475;-0.121959;0.951787;
4079;0.280786;-0.125335;0.951552;
4080;0.280747;-0.121767;0.952026;
4081;0.281337;-0.125713;0.951339;
4082;0.280245;-0.121679;0.952185;
4083;0.281047;-0.125048;0.951512;
4084;0.280803;-0.120861;0.952125;
4085;0.281022;-0.124608;0.951577;
4086;0.281474;-0.120515;0.951971;
4087;0.281471;-0.120455;0.951979;
4088;0.281460;-0.120459;0.951982;
4089;0.280375;-0.123987;0.951849;
4090;0.281299;-0.119768;0.952117;
4091;0.280180;-0.123437;0.951978;
4092;0.280634;-0.120779;0.952185;
4093;0.280508;-0.123811;0.951833;
4094;0.281257;-0.120031;0.952096;
4095;0.281143;-0.122976;0.951754;
4096;0.281305;-0.119979;0.952088;
4097;0.281347;-0.123179;0.951667;
4098;0.281847;-0.119024;0.952048;
4099;0.281430;-0.122584;0.951720;
4100;0.281133;-0.119031;0.952258;
4101;0.280687;-0.123240;0.951854;
4102;0.280894;-0.119649;0.952252;
4103;0.280907;-0.123110;0.951806;
4104;0.279924;-0.119242;0.952588;
4105;0.279577;-0.124008;0.952081;
4106;0.279951;-0.118911;0.952622;
4107;0.279945;-0.123183;0.952080;
4108;0.279300;-0.118893;0.952815;
4109;0.280157;-0.122360;0.952124;
4110;0.279347;-0.118661;0.952830;
4111;0.280127;-0.123255;0.952017;
4112;0.280415;-0.118117;0.952584;
4113;0.280558;-0.122488;0.951989;
4114;0.279780;-0.118932;0.952669;
4115;0.279960;-0.122164;0.952207;
4116;0.280243;-0.118649;0.952568;
4117;0.280381;-0.123430;0.951920;
4118;0.280384;-0.118876;0.952499;
4119;0.280270;-0.122857;0.952027;
4120;0.280045;-0.118760;0.952613;
4121;0.280036;-0.123202;0.952051;
4122;0.279344;-0.119386;0.952740;
4123;0.280627;-0.123767;0.951804;
4124;0.280024;-0.120352;0.952419;
4125;0.280166;-0.124223;0.951880;
4126;0.280428;-0.120316;0.952305;
4127;0.280425;-0.124369;0.951785;
4128;0.280101;-0.120117;0.952426;
4129;0.281437;-0.122561;0.951721;
4130;0.281235;-0.118331;0.952316;
4131;0.281411;-0.122627;0.951720;
4132;0.281288;-0.118685;0.952256;
4133;0.281281;-0.122886;0.951725;
4134;0.281120;-0.118812;0.952289;
4135;0.281133;-0.123354;0.951708;
4136;0.280257;-0.119680;0.952435;
4137;0.280824;-0.123642;0.951762;
4138;0.279304;-0.121054;0.952541;
4139;0.279735;-0.124885;0.951920;
4140;0.280093;-0.121564;0.952245;
4141;0.279776;-0.125610;0.951813;
4142;0.279400;-0.121188;0.952496;
4143;0.280339;-0.125621;0.951646;
4144;0.279855;-0.121685;0.952299;
4145;0.279668;-0.124876;0.951941;
4146;0.280184;-0.121265;0.952256;
4147;0.279948;-0.124807;0.951868;
4148;0.279658;-0.120646;0.952489;
4149;0.279319;-0.123949;0.952165;
4150;0.279929;-0.120697;0.952403;
4151;0.279159;-0.124215;0.952177;
4152;0.278784;-0.120875;0.952716;
4153;0.280308;-0.124756;0.951769;
4154;0.280780;-0.120739;0.952147;
4155;0.281301;-0.123306;0.951665;
4156;0.280333;-0.119431;0.952444;
4157;0.280231;-0.123580;0.951945;
4158;0.280398;-0.118791;0.952505;
4159;0.280015;-0.122462;0.952153;
4160;0.280056;-0.118413;0.952652;
4161;0.279231;-0.123118;0.952298;
4162;0.279913;-0.117929;0.952755;
4163;0.279918;-0.117870;0.952760;
4164;0.279896;-0.117895;0.952764;
4165;0.279806;-0.123258;0.952111;
4166;0.280404;-0.118845;0.952496;
4167;0.280607;-0.123297;0.951871;
4168;0.280571;-0.119794;0.952328;
4169;0.280169;-0.124191;0.951883;
4170;0.279421;-0.120570;0.952568;
4171;0.280008;-0.124432;0.951899;
4172;0.280245;-0.120274;0.952364;
4173;0.279296;-0.124027;0.952161;
4174;0.279796;-0.119771;0.952559;
4175;0.279833;-0.124187;0.951983;
4176;0.279168;-0.119761;0.952745;
4177;0.279635;-0.123372;0.952147;
4178;0.279680;-0.119312;0.952651;
4179;0.279584;-0.124173;0.952058;
4180;0.280092;-0.119467;0.952510;
4181;0.279812;-0.118503;0.952713;
4182;0.279790;-0.118527;0.952717;
4183;0.279792;-0.118493;0.952720;
4184;0.279761;-0.118531;0.952725;
4185;0.279887;-0.122139;0.952232;
4186;0.280769;-0.118044;0.952489;
4187;0.280134;-0.121488;0.952242;
4188;0.279525;-0.117589;0.952911;
4189;0.280154;-0.121197;0.952274;
4190;0.279677;-0.117436;0.952885;
4191;0.279480;-0.121743;0.952402;
4192;0.279886;-0.117424;0.952825;
4193;0.279347;-0.122036;0.952403;
4194;0.280456;-0.118533;0.952520;
4195;0.280536;-0.122596;0.951982;
4196;0.280566;-0.118624;0.952476;
4197;0.280147;-0.122468;0.952113;
4198;0.280464;-0.118818;0.952482;
4199;0.281035;-0.121904;0.951924;
